SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
37 -13.00 -8.91 -101.12 -0.55 -0.75 10.59 0.04 0.04 0.04
38 -13.00 -8.91 -101.12 -0.63 -0.71 10.43 0.04 0.04 0.01
39 -13.00 -8.91 -101.12 -0.71 -0.71 10.63 0.04 0.04 0.01
40 -13.00 -8.91 -101.12 -0.71 -0.67 10.87 0.04 0.04 0.01
41 -13.00 -8.91 -101.12 -0.75 -0.63 10.67 0.05 0.03 0.02
42 -13.00 -8.91 -101.12 -0.78 -0.71 10.59 0.06 0.03 0.02
43 -13.00 -9.45 -101.22 -0.82 -0.71 10.43 0.09 0.04 0.02
44 -13.00 -9.45 -101.22 -0.86 -0.78 10.36 0.10 0.03 0.03
45 -13.00 -9.45 -101.22 -0.71 -0.67 10.71 0.09 0.02 0.04
46 -13.00 -9.45 -101.22 -0.59 -0.59 10.59 0.10 0.02 0.03
47 -13.00 -9.45 -101.22 -0.59 -0.51 10.75 0.12 0.01 0.03
48 -13.00 -9.45 -101.22 -0.63 -0.47 10.67 0.16 0.01 0.04
49 -13.00 -9.45 -101.22 -0.59 -0.51 10.71 0.16 0.01 0.03
50 -13.00 -9.45 -101.22 -0.71 -0.39 10.87 0.17 0.01 0.03
51 -13.00 -9.45 -101.22 -0.63 -0.39 10.94 0.14 0.01 0.01
52 -13.00 -9.45 -101.22 -0.67 -0.39 10.98 0.12 0.02 -0.00
53 -13.00 -9.45 -101.22 -0.71 -0.43 10.90 0.13 0.03 -0.00
54 -13.00 -9.45 -101.22 -0.75 -0.43 10.87 0.10 0.04 -0.02
55 -13.00 -9.45 -101.22 -0.78 -0.27 11.02 0.05 0.05 -0.03
56 -12.91 -10.18 -100.92 -0.82 -0.35 10.83 0.06 0.05 -0.02
57 -12.91 -10.18 -100.92 -0.86 -0.47 10.71 0.10 0.06 -0.01
58 -12.91 -10.18 -100.92 -0.82 -0.39 10.36 0.12 0.06 0.00
59 -12.91 -10.18 -100.92 -0.78 -0.31 10.51 0.11 0.04 0.00
60 -12.91 -10.18 -100.92 -0.78 -0.39 10.59 0.05 0.02 -0.01
61 -12.91 -10.18 -100.92 -0.51 -0.31 10.55 0.04 -0.01 -0.02
62 -12.91 -10.18 -100.92 -0.67 -0.31 11.22 0.07 -0.02 -0.02
63 -12.82 -10.36 -100.61 -0.71 -0.31 10.98 0.09 -0.01 -0.04
64 -12.82 -10.36 -100.61 -0.75 -0.43 11.10 0.09 0.01 -0.05
65 -12.82 -10.36 -100.61 -0.78 -0.55 10.71 0.08 0.01 -0.05
66 -12.82 -10.36 -100.61 -1.10 -0.55 10.71 0.09 0.03 -0.03
67 -12.82 -10.36 -100.61 -1.14 -0.75 10.67 0.08 0.04 -0.01
68 -12.82 -10.36 -100.61 -0.86 -0.71 10.32 0.06 0.04 -0.00
69 -13.09 -10.27 -100.61 -0.94 -0.55 10.24 0.02 0.01 -0.00
70 -13.09 -10.27 -100.61 -0.82 -0.24 10.75 -0.03 -0.04 -0.01
71 -13.09 -10.27 -100.61 -0.86 -0.27 10.83 0.01 -0.09 -0.01
72 -13.09 -10.27 -100.61 -0.82 -0.31 11.34 0.06 -0.10 -0.03
73 -13.09 -10.27 -100.61 -0.90 -0.51 11.18 0.08 -0.08 -0.06
74 -13.09 -10.27 -100.61 -0.86 -0.59 10.94 0.08 -0.03 -0.07
75 0.00 0.00 0.00 -0.98 -0.63 10.55 0.09 0.00 -0.06
76 -13.36 -11.00 -100.51 -1.02 -0.78 10.71 0.10 0.03 -0.03
77 -13.36 -11.00 -100.51 -0.94 -0.75 10.59 0.09 0.05 -0.04
78 -13.36 -11.00 -100.51 -0.94 -0.55 10.87 0.08 0.05 -0.04
79 -13.36 -11.00 -100.51 -0.90 -0.47 10.90 0.08 0.05 -0.06
80 -13.36 -11.00 -100.51 -1.02 -0.24 10.98 0.14 0.07 -0.09
81 -13.36 -11.00 -100.51 -1.18 -0.31 11.18 0.20 0.11 -0.11
82 -13.09 -11.09 -100.31 -1.06 -0.16 10.75 0.20 0.11 -0.19
83 -13.09 -11.09 -100.31 -1.14 -0.12 10.83 0.14 0.14 -0.17
84 -13.09 -11.09 -100.31 -1.41 -0.12 10.75 0.06 0.17 -0.21
85 -13.09 -11.09 -100.31 -0.98 -0.51 10.63 0.05 0.19 -0.18
86 -13.09 -11.09 -100.31 -1.18 -0.55 10.20 0.09 0.16 -0.15
87 -13.09 -11.09 -100.31 -1.02 -0.63 10.16 0.03 0.11 -0.15
88 -13.27 -11.55 -100.31 -0.90 -0.51 10.40 -0.15 0.08 -0.14
89 -13.27 -11.55 -100.31 -0.78 -0.20 10.55 -0.31 0.05 -0.18
90 -13.27 -11.55 -100.31 -0.75 0.04 11.26 -0.40 0.03 -0.21
91 -13.27 -11.55 -100.31 -0.75 0.08 11.18 -0.38 0.05 -0.24
92 -13.27 -11.55 -100.31 -0.86 -0.16 10.98 -0.29 0.08 -0.26
93 -13.27 -11.55 -100.31 -1.06 -0.27 10.59 -0.10 0.12 -0.27
94 -13.27 -11.55 -100.31 -1.14 -0.39 10.36 0.10 0.16 -0.28
95 -13.27 -11.18 -100.20 -1.10 -0.43 10.28 0.11 0.18 -0.30
96 -13.27 -11.18 -100.20 -1.14 -0.16 10.43 0.05 0.18 -0.28
97 -13.27 -11.18 -100.20 -1.14 -0.12 10.51 -0.02 0.13 -0.26
98 -13.27 -11.18 -100.20 -1.06 -0.20 10.59 -0.08 0.07 -0.25
99 -13.27 -11.18 -100.20 -0.90 -0.35 10.47 -0.06 0.06 -0.25
100 -13.27 -11.18 -100.20 -1.06 -0.20 10.67 0.01 0.07 -0.25
101 -12.91 -11.55 -100.31 -0.98 -0.20 10.83 0.05 0.08 -0.27
102 -12.91 -11.55 -100.31 -1.06 -0.16 10.87 0.06 0.08 -0.26
103 -12.91 -11.55 -100.31 -0.86 -0.04 10.55 0.11 0.11 -0.26
104 -12.91 -11.55 -100.31 -1.10 0.04 10.43 0.21 0.14 -0.27
105 -12.91 -11.55 -100.31 -1.33 0.12 10.59 0.45 0.15 -0.24
106 -12.91 -11.55 -100.31 -1.29 0.12 10.28 0.69 0.15 -0.20
107 -12.91 -11.55 -100.31 -1.33 0.04 10.40 0.79 0.10 -0.23
108 -12.55 -13.45 -100.10 -1.49 0.16 11.06 0.57 0.03 -0.28
109 -12.55 -13.45 -100.10 -1.49 0.27 11.45 0.21 -0.01 -0.39
110 -12.55 -13.45 -100.10 -1.57 0.08 11.14 0.01 -0.01 -0.47
111 -12.55 -13.45 -100.10 -1.57 -0.04 10.71 -0.04 0.04 -0.48
112 -12.55 -13.45 -100.10 -1.29 -0.04 10.36 -0.10 0.06 -0.48
113 -12.55 -13.45 -100.10 -1.26 -0.24 10.08 -0.15 0.04 -0.47
114 -12.27 -13.82 -100.31 -1.33 -0.08 10.40 -0.28 -0.01 -0.49
115 -12.27 -13.82 -100.31 -1.22 0.27 10.55 -0.61 -0.09 -0.54
116 -12.27 -13.82 -100.31 -1.06 0.59 11.26 -0.86 -0.18 -0.59
117 -12.27 -13.82 -100.31 -0.98 0.82 11.26 -0.85 -0.17 -0.62
118 -12.27 -13.82 -100.31 -0.90 0.63 11.65 -0.63 -0.14 -0.60
119 -12.27 -13.82 -100.31 -0.78 0.55 11.26 -0.35 -0.11 -0.58
120 -12.45 -12.73 -101.12 -0.75 0.51 11.30 -0.13 -0.08 -0.58
121 -12.45 -12.73 -101.12 -0.59 0.27 11.45 0.01 -0.07 -0.59
122 -12.45 -12.73 -101.12 -0.43 0.16 11.61 0.07 -0.07 -0.60
123 -12.45 -12.73 -101.12 -0.47 -0.08 11.02 0.17 -0.07 -0.57
124 -12.45 -12.73 -101.12 -0.39 -0.16 11.38 0.14 -0.08 -0.55
125 -12.45 -12.73 -101.12 -0.27 -0.27 10.75 -0.06 -0.10 -0.55
126 -12.45 -12.73 -101.12 -0.31 -0.20 11.26 -0.27 -0.09 -0.58
127 -12.45 -12.73 -101.12 -0.12 -0.35 10.83 -0.26 -0.14 -0.52
128 -12.45 -12.73 -101.12 0.00 -0.08 10.75 -0.14 -0.14 -0.49
129 -12.45 -12.73 -101.12 -0.20 -0.16 11.61 -0.25 -0.11 -0.54
130 -12.45 -12.73 -101.12 -0.31 0.04 11.69 -0.20 -0.10 -0.55
131 -12.45 -12.73 -101.12 -0.43 -0.20 11.53 -0.16 -0.03 -0.58
132 -12.45 -12.73 -101.12 -0.51 -0.51 11.02 -0.04 0.09 -0.60
133 -11.55 -13.55 -101.84 -0.43 -0.67 10.47 0.15 0.15 -0.52
134 -11.55 -13.55 -101.84 -0.51 -1.14 9.92 0.15 0.15 -0.44
135 -11.55 -13.55 -101.84 -0.55 -1.14 9.65 0.20 0.12 -0.44
136 -11.55 -13.55 -101.84 -0.55 -0.55 9.92 0.04 0.07 -0.41
137 -11.55 -13.55 -101.84 -0.82 -0.51 10.51 -0.17 -0.03 -0.39
138 -11.55 -13.55 -101.84 -0.71 -0.24 10.40 -0.35 -0.08 -0.39
139 -11.18 -13.55 -102.24 -0.98 -0.20 10.24 -0.39 -0.08 -0.39
140 -11.18 -13.55 -102.24 -1.18 -0.71 10.40 -0.30 -0.08 -0.37
141 -11.18 -13.55 -102.24 -1.29 -1.02 9.81 -0.16 -0.07 -0.33
142 -11.18 -13.55 -102.24 -1.29 -0.90 9.89 -0.15 -0.05 -0.34
143 -11.18 -13.55 -102.24 -1.29 -0.75 10.04 -0.21 -0.05 -0.33
144 -11.18 -13.55 -102.24 -1.45 -0.35 10.28 -0.29 -0.09 -0.28
145 -10.73 -12.55 -102.35 -1.14 0.20 10.12 -0.32 -0.14 -0.27
146 -10.73 -12.55 -102.35 -1.29 -0.04 10.36 -0.25 -0.18 -0.26
147 -10.73 -12.55 -102.35 -1.10 -0.12 9.89 -0.12 -0.20 -0.30
148 -10.73 -12.55 -102.35 -0.90 -0.16 10.04 -0.01 -0.21 -0.36
149 -10.73 -12.55 -102.35 -0.75 -0.12 10.51 -0.05 -0.23 -0.41
150 -10.73 -12.55 -102.35 -0.47 -0.35 10.55 -0.07 -0.25 -0.44
151 -11.18 -12.64 -102.35 -0.20 -0.51 10.28 0.05 -0.23 -0.44
152 -11.18 -12.64 -102.35 -0.08 -0.59 10.75 0.23 -0.23 -0.38
153 -11.18 -12.64 -102.35 0.20 -0.67 10.04 0.38 -0.25 -0.32
154 -11.18 -12.64 -102.35 0.51 -0.82 10.08 0.26 -0.30 -0.36
155 -11.18 -12.64 -102.35 0.67 -0.31 10.36 -0.19 -0.37 -0.49
156 -11.18 -12.64 -102.35 1.06 -0.51 10.36 -0.41 -0.41 -0.56
157 -11.18 -12.64 -102.35 1.18 -0.98 10.32 -0.41 -0.41 -0.56
158 -11.45 -12.09 -101.43 1.29 -0.98 10.40 -0.24 -0.40 -0.52
159 -11.45 -12.09 -101.43 1.57 -1.69 10.40 -0.13 -0.36 -0.46
160 -11.45 -12.09 -101.43 1.57 -1.65 9.81 -0.11 -0.35 -0.40
161 -11.45 -12.09 -101.43 1.61 -1.02 10.20 -0.29 -0.37 -0.38
162 -11.45 -12.09 -101.43 1.92 -0.86 10.98 -0.52 -0.37 -0.39
163 -11.45 -12.09 -101.43 1.92 -0.82 11.30 -0.58 -0.32 -0.41
164 -12.36 -11.36 -101.53 2.12 -0.59 10.55 -0.42 -0.24 -0.42
165 -12.36 -11.36 -101.53 2.04 -1.06 10.36 -0.15 -0.21 -0.35
166 -12.36 -11.36 -101.53 2.16 -1.06 10.08 0.12 -0.22 -0.24
167 -12.36 -11.36 -101.53 2.08 -0.82 10.47 0.24 -0.25 -0.16
168 -12.36 -11.36 -101.53 2.16 -0.71 11.45 0.20 -0.28 -0.15
169 -12.36 -11.36 -101.53 2.20 -0.75 12.08 0.16 -0.25 -0.17
170 -12.91 -11.27 -101.12 2.16 -1.02 12.20 0.20 -0.17 -0.17
171 -12.91 -11.27 -101.12 1.88 -0.39 11.85 0.20 -0.17 -0.11
172 -12.91 -11.27 -101.12 1.80 -0.24 11.41 0.27 -0.06 -0.11
173 -12.91 -11.27 -101.12 1.73 -0.47 10.90 0.41 0.05 -0.13
174 -12.91 -11.27 -101.12 1.61 -0.78 10.51 0.56 0.10 -0.12
175 -12.91 -11.27 -101.12 1.61 -0.35 11.30 0.52 0.06 -0.14
176 -12.91 -11.27 -101.12 1.61 -0.82 11.22 0.31 0.02 -0.16
177 -13.27 -12.27 -100.71 1.65 -0.67 10.75 0.14 0.03 -0.14
178 -13.27 -12.27 -100.71 1.37 -0.20 11.22 0.01 0.06 -0.11
179 -13.27 -12.27 -100.71 1.49 -0.51 11.45 -0.09 0.07 -0.10
180 -13.27 -12.27 -100.71 1.49 -1.14 11.30 -0.04 0.10 -0.10
181 -13.27 -12.27 -100.71 1.45 -0.86 11.10 -0.02 0.14 -0.12
182 -13.27 -12.27 -100.71 1.29 -0.75 11.49 -0.19 0.15 -0.15
183 -12.64 -12.09 -100.82 1.22 -0.82 10.90 -0.17 0.19 -0.13
184 -12.64 -12.09 -100.82 1.02 -0.82 10.75 -0.03 0.24 -0.07
185 -12.64 -12.09 -100.82 1.02 -0.39 10.63 0.07 0.26 -0.02
186 -12.64 -12.09 -100.82 0.98 -0.43 10.32 0.26 0.25 0.04
187 -12.64 -12.09 -100.82 0.98 -0.59 10.12 0.39 0.20 0.07
188 -12.64 -12.09 -100.82 0.71 -0.55 10.43 0.22 0.13 0.02
189 -12.64 -12.09 -100.82 0.75 -0.35 10.43 -0.01 0.02 -0.03
190 -12.27 -12.55 -101.12 0.82 -0.24 10.83 -0.01 -0.05 -0.11
191 -12.27 -12.55 -101.12 0.67 -0.63 11.02 -0.22 -0.05 -0.15
192 -12.27 -12.55 -101.12 0.63 -0.35 10.55 -0.25 -0.05 -0.14
193 -12.27 -12.55 -101.12 0.55 -0.31 10.36 -0.13 0.00 -0.11
194 -12.27 -12.55 -101.12 0.51 -0.47 10.36 0.04 -0.00 -0.07
195 -12.27 -12.55 -101.12 0.90 -0.51 10.20 0.17 -0.04 -0.06
196 -12.55 -13.00 -100.92 0.75 -0.20 10.00 0.19 -0.11 -0.03
197 -12.55 -13.00 -100.92 0.71 -0.04 10.67 0.19 -0.19 0.00
198 -12.55 -13.00 -100.92 0.75 -0.16 10.94 0.14 -0.25 -0.00
199 -12.55 -13.00 -100.92 0.94 -0.63 11.10 0.06 -0.26 -0.01
200 -12.55 -13.00 -100.92 0.94 -0.63 11.10 0.03 -0.21 -0.02
201 -12.55 -13.00 -100.92 0.82 -0.27 11.26 -0.02 -0.13 -0.03
202 -13.00 -13.27 -100.82 1.14 -0.75 10.79 -0.03 -0.09 -0.04
203 -13.00 -13.27 -100.82 0.75 -0.35 10.55 0.04 -0.03 -0.03
204 -13.00 -13.27 -100.82 0.82 -0.51 10.40 0.02 -0.02 -0.08
205 -13.00 -13.27 -100.82 0.86 -0.35 10.32 -0.04 -0.05 -0.11
206 -13.00 -13.27 -100.82 1.02 -0.47 10.36 -0.10 -0.06 -0.15
207 -13.00 -13.27 -100.82 1.06 -0.24 10.71 -0.20 -0.10 -0.18
208 -13.00 -12.82 -100.82 1.02 -0.55 10.83 -0.20 -0.12 -0.17
209 -13.36 -12.82 -101.12 0.98 -0.63 11.18 -0.09 -0.09 -0.12
210 -13.36 -12.82 -101.12 1.02 -0.31 10.94 -0.09 -0.06 -0.11
211 -13.36 -12.82 -101.12 1.22 -0.43 10.87 -0.17 -0.06 -0.12
212 -13.36 -12.82 -101.12 1.29 -0.71 10.63 -0.24 -0.05 -0.13
213 -13.36 -12.82 -101.12 1.29 -0.71 10.63 -0.39 -0.06 -0.17
214 -13.36 -12.82 -101.12 1.26 -0.82 10.79 -0.51 -0.08 -0.19
215 -13.45 -12.18 -100.82 1.22 -0.75 10.90 -0.47 -0.05 -0.19
216 -13.45 -12.18 -100.82 1.29 -0.90 10.67 -0.33 0.00 -0.16
217 -13.45 -12.18 -100.82 1.14 -0.86 10.71 -0.17 0.04 -0.12
218 -13.45 -12.18 -100.82 1.10 -0.82 10.43 -0.03 0.06 -0.08
219 -13.45 -12.18 -100.82 1.18 -0.78 10.83 0.07 0.08 -0.05
220 -13.45 -12.18 -100.82 1.10 -0.67 10.51 0.07 0.08 -0.02
221 -13.36 -12.18 -101.12 1.14 -0.55 10.43 0.13 0.09 -0.02
222 -13.36 -12.18 -101.12 1.02 -0.55 10.40 0.17 0.09 -0.02
223 -13.36 -12.18 -101.12 0.86 -0.78 10.67 0.15 0.06 -0.02
224 -13.36 -12.18 -101.12 0.94 -0.82 11.06 0.05 0.02 -0.04
225 -13.36 -12.18 -101.12 0.86 -0.67 10.94 -0.11 0.02 -0.06
226 -13.36 -12.18 -101.12 0.82 -0.31 10.90 -0.22 0.03 -0.07
227 -13.36 -12.18 -101.12 0.82 -0.47 11.14 -0.26 0.04 -0.07
228 -13.00 -11.91 -100.92 1.06 -0.63 10.90 -0.27 0.07 -0.09
229 -13.00 -11.91 -100.92 1.14 -0.59 10.71 -0.27 0.06 -0.09
230 -13.00 -11.91 -100.92 1.45 -0.78 10.75 -0.22 0.06 -0.06
231 -13.00 -11.91 -100.92 1.22 -0.71 10.75 -0.04 0.08 -0.04
232 -13.00 -11.91 -100.92 1.45 -0.94 10.75 0.11 0.07 -0.01
233 -13.00 -11.91 -100.92 1.33 -0.98 10.51 0.11 0.08 -0.01
234 -13.00 -12.18 -101.22 1.33 -0.94 10.75 0.10 0.09 -0.02
235 -13.00 -12.18 -101.22 1.33 -0.90 10.71 0.09 0.09 -0.01
236 -13.00 -12.18 -101.22 1.29 -0.98 10.40 0.08 0.08 0.00
237 -13.00 -12.18 -101.22 1.29 -0.94 10.32 0.02 0.07 -0.01
238 -13.00 -12.18 -101.22 1.33 -0.90 10.36 -0.00 0.07 -0.02
239 -13.00 -12.18 -101.22 1.22 -0.82 10.75 0.04 0.05 -0.01
240 -13.09 -12.36 -101.22 1.18 -0.98 10.67 0.02 0.05 -0.01
241 -13.09 -12.36 -101.22 1.06 -0.90 11.18 0.03 0.02 -0.01
242 -13.09 -12.36 -101.22 1.22 -1.14 11.22 0.03 0.01 0.00
243 -13.09 -12.36 -101.22 1.18 -1.14 11.10 0.03 0.04 0.02
244 -13.09 -12.36 -101.22 1.06 -0.94 11.18 0.02 0.07 0.04
245 -13.09 -12.36 -101.22 1.02 -0.82 11.02 0.03 0.11 0.05
246 -13.09 -12.36 -101.22 1.10 -0.94 10.51 0.05 0.14 0.07
247 -13.00 -12.73 -101.53 0.82 -0.78 10.55 0.04 0.15 0.06
248 -13.00 -12.73 -101.53 0.82 -0.63 10.75 0.03 0.14 0.06
249 -13.00 -12.73 -101.53 0.78 -0.78 10.28 0.04 0.11 0.08
250 -13.00 -12.73 -101.53 0.82 -0.86 10.67 -0.01 0.08 0.07
251 -13.00 -12.73 -101.53 0.71 -0.78 10.75 -0.03 0.06 0.07
252 -13.00 -12.73 -101.53 0.75 -0.71 11.18 -0.00 0.09 0.07
253 0.00 0.00 0.00 0.75 -0.75 10.94 0.02 0.11 0.08
254 -12.55 -12.73 -101.12 0.71 -0.75 10.55 0.02 0.11 0.08
255 -12.55 -12.73 -101.12 0.59 -0.59 10.71 0.00 0.11 0.11
256 -12.55 -12.73 -101.12 0.67 -0.71 10.55 -0.02 0.09 0.11
257 -12.55 -12.73 -101.12 0.67 -0.63 10.63 -0.02 0.09 0.10
258 -12.55 -12.73 -101.12 0.71 -0.55 10.47 -0.05 0.08 0.09
259 -12.55 -12.73 -101.12 0.59 -0.31 10.47 -0.11 0.07 0.08
260 -12.55 -12.27 -101.33 0.67 -0.31 10.87 -0.09 0.05 0.09
261 -12.55 -12.27 -101.33 0.59 -0.31 10.83 -0.04 0.05 0.09
262 -12.55 -12.27 -101.33 0.82 -0.20 10.67 0.02 0.07 0.10
263 -12.55 -12.27 -101.33 0.78 -0.35 10.59 0.07 0.06 0.10
264 -12.55 -12.27 -101.33 0.75 -0.31 10.47 0.08 0.03 0.10
265 -12.55 -12.27 -101.33 0.59 -0.39 10.51 0.09 0.00 0.09
266 -12.55 -12.27 -101.33 0.55 -0.39 10.90 0.07 -0.00 0.06
267 -12.64 -12.55 -101.12 0.51 -0.39 10.71 0.02 -0.01 0.05
268 -12.64 -12.55 -101.12 0.59 -0.24 10.71 -0.02 -0.02 0.03
269 -12.64 -12.55 -101.12 0.71 -0.47 10.71 -0.02 -0.02 0.01
270 -12.64 -12.55 -101.12 0.63 -0.51 10.67 -0.04 -0.01 0.01
271 -12.64 -12.55 -101.12 0.75 -0.59 10.59 -0.04 -0.01 0.00
272 -12.64 -12.55 -101.12 0.67 -0.67 10.43 -0.04 -0.00 -0.01
273 -12.64 -12.45 -101.33 0.82 -0.63 10.47 -0.06 -0.00 -0.01
274 -12.64 -12.45 -101.33 0.75 -0.75 10.47 -0.06 -0.01 -0.02
275 -12.64 -12.45 -101.33 0.82 -0.71 10.43 -0.02 -0.01 -0.00
276 -12.64 -12.45 -101.33 0.82 -0.78 10.47 0.05 -0.02 0.02
277 -12.64 -12.45 -101.33 0.75 -0.75 10.67 0.09 -0.02 0.03
278 -12.64 -12.45 -101.33 0.82 -0.63 10.59 0.10 -0.03 0.04
279 -12.82 -12.55 -101.22 0.82 -0.67 10.63 0.09 -0.05 0.03
280 -12.82 -12.55 -101.22 0.82 -0.63 10.55 0.08 -0.06 0.03
281 -12.82 -12.55 -101.22 0.82 -0.71 10.51 0.06 -0.06 0.01
282 -12.82 -12.55 -101.22 0.86 -0.82 10.43 0.05 -0.07 0.02
283 -12.82 -12.55 -101.22 0.98 -0.75 10.47 0.07 -0.08 0.02
284 -12.82 -12.55 -101.22 0.90 -0.86 10.63 0.10 -0.08 0.02
285 -12.82 -12.55 -101.22 1.06 -0.86 10.67 0.12 -0.09 0.05
286 -13.18 -13.18 -100.92 1.06 -0.86 10.71 0.11 -0.09 0.07
287 -13.18 -13.18 -100.92 1.10 -0.90 10.83 0.09 -0.08 0.08
288 -13.18 -13.18 -100.92 1.10 -0.94 10.71 0.07 -0.07 0.10
289 -13.18 -13.18 -100.92 0.98 -0.82 10.71 0.07 -0.07 0.12
290 -13.18 -13.18 -100.92 0.98 -0.59 10.71 0.06 -0.07 0.12
291 -13.18 -13.18 -100.92 0.98 -0.51 10.83 0.09 -0.07 0.14
292 -13.45 -12.91 -100.82 1.06 -0.47 10.83 0.09 -0.07 0.13
293 -13.45 -12.91 -100.82 1.02 -0.47 10.63 0.07 -0.08 0.14
294 -13.45 -12.91 -100.82 1.06 -0.39 10.79 0.07 -0.09 0.15
295 -13.45 -12.91 -100.82 1.14 -0.51 10.67 0.06 -0.09 0.16
296 -13.45 -12.91 -100.82 0.98 -0.51 10.83 0.04 -0.07 0.14
297 -13.45 -12.91 -100.82 1.10 -0.51 10.87 0.06 -0.04 0.13
298 -13.45 -12.91 -100.82 1.14 -0.35 10.79 0.06 -0.03 0.14
299 -13.73 -13.27 -100.41 0.98 -0.47 10.63 0.05 -0.03 0.15
300 -13.73 -13.27 -100.41 1.02 -0.39 10.67 0.03 -0.04 0.15
301 -13.73 -13.27 -100.41 1.10 -0.27 10.67 0.01 -0.06 0.14
302 -13.73 -13.27 -100.41 1.14 -0.35 10.67 0.01 -0.07 0.15
303 -13.73 -13.27 -100.41 1.06 -0.47 10.90 0.04 -0.08 0.16
304 -13.73 -13.27 -100.41 1.10 -0.27 10.79 0.06 -0.07 0.17
305 -14.09 -13.18 -100.31 1.06 -0.20 10.87 0.06 -0.07 0.17
306 -14.09 -13.18 -100.31 1.10 -0.20 10.98 0.02 -0.07 0.16
307 -14.09 -13.18 -100.31 1.14 -0.24 11.10 0.02 -0.07 0.16
308 -14.09 -13.18 -100.31 1.10 -0.39 10.94 0.01 -0.07 0.16
309 -14.09 -13.18 -100.31 1.06 -0.43 10.90 -0.01 -0.05 0.16
310 -14.09 -13.18 -100.31 1.06 -0.39 10.94 -0.05 -0.04 0.16
311 -14.09 -13.18 -100.31 1.02 -0.27 10.90 -0.08 -0.02 0.15
312 -14.45 -13.09 -100.61 1.02 -0.12 10.83 -0.06 0.00 0.16
313 -14.45 -13.09 -100.61 1.02 -0.20 10.67 -0.08 0.02 0.14
314 -14.45 -13.09 -100.61 0.90 -0.16 10.75 -0.07 0.03 0.13
315 -14.45 -13.09 -100.61 0.94 -0.12 10.75 -0.05 0.03 0.13
316 -14.45 -13.09 -100.61 0.98 -0.16 10.79 -0.04 0.04 0.12
317 -14.45 -13.09 -100.61 0.86 -0.35 10.75 -0.03 0.06 0.12
